player,Percentage of Yardage covered by Tee Shots-ROUNDS,Percentage of Yardage covered by Tee Shots-AVG (%),Percentage of Yardage covered by Tee Shots-TOTAL SHOT DISTANCE,Percentage of Yardage covered by Tee Shots-TOTAL DISTANCE,Right Tendency-EVENTS,Right Tendency-%,Right Tendency-NUMBER OF TIMES,Right Tendency-ATTEMPTS,Right Tendency-AVG RTP SCORE,Missed Fairway Percent - Other-ROUNDS,Missed Fairway Percent - Other-%,Missed Fairway Percent - Other-TOTAL MISSED,Missed Fairway Percent - Other-TOTAL FWYS,Missed Fairway Percent - Other-RELATIVE TO PAR,Percentage of Yardage covered by Tee Shots - Par 5's-ROUNDS,Percentage of Yardage covered by Tee Shots - Par 5's-AVG (%),Percentage of Yardage covered by Tee Shots - Par 5's-TOTAL SHOT DISTANCE,Percentage of Yardage covered by Tee Shots - Par 5's-TOTAL DISTANCE,Driving Pct 320+ (Measured)-ROUNDS,Driving Pct 320+ (Measured)-%,Driving Pct 320+ (Measured)-TOTAL DRIVES FOR 320+,Driving Pct 320+ (Measured)-TOTAL DRVS - OVERALL,Driving Pct 320+ (Measured)-RELATIVE TO PAR,Percentage of Yardage covered by Tee Shots - Par 4's-ROUNDS,Percentage of Yardage covered by Tee Shots - Par 4's-AVG (%),Percentage of Yardage covered by Tee Shots - Par 4's-TOTAL SHOT DISTANCE,Percentage of Yardage covered by Tee Shots - Par 4's-TOTAL DISTANCE,Left Tendency-EVENTS,Left Tendency-%,Left Tendency-NUMBER OF TIMES,Left Tendency-ATTEMPTS,Left Tendency-AVG RTP SCORE,Left Rough Tendency (RTP Score)-ROUNDS,Left Rough Tendency (RTP Score)-RTP SCORE,Fairway Bunker Tendency-ROUNDS,Fairway Bunker Tendency-%,Fairway Bunker Tendency-TOTAL FAIRWAY BUNKERS,Fairway Bunker Tendency-POSSIBLE FWYS,Fairway Bunker Tendency-RELATIVE TO PAR,SG: Off-the-Tee-ROUNDS,SG: Off-the-Tee-AVERAGE,SG: Off-the-Tee-TOTAL SG:OTT,SG: Off-the-Tee-MEASURED ROUNDS,SG: Tee-to-Green-ROUNDS,SG: Tee-to-Green-AVERAGE,SG: Tee-to-Green-SG:OTT,SG: Tee-to-Green-SG:APR,SG: Tee-to-Green-SG:ARG,SG: Tee-to-Green-MEASURED ROUNDS,Right Rough Tendency (RTP Score)-ROUNDS,Right Rough Tendency (RTP Score)-RTP SCORE,Right Rough Tendency-ROUNDS,Right Rough Tendency-%,Right Rough Tendency-TOTAL RIGHT ROUGH,Right Rough Tendency-POSSIBLE FWYS,Right Rough Tendency-RELATIVE TO PAR,Left Rough Tendency-ROUNDS,Left Rough Tendency-%,Left Rough Tendency-TOTAL LEFT ROUGH,Left Rough Tendency-POSSIBLE FWYS,Left Rough Tendency-RELATIVE TO PAR,Good Drive Percentage-ROUNDS,Good Drive Percentage-%,Good Drive Percentage-# HIT,Good Drive Percentage-TOTAL ATTEMPTS,Driving Accuracy Percentage-ROUNDS,Driving Accuracy Percentage-%,Driving Accuracy Percentage-FAIRWAYS HIT,Driving Accuracy Percentage-POSSIBLE FAIRWAYS,Rough Tendency-ROUNDS,Rough Tendency-%,Rough Tendency-TOTAL ROUGH,Rough Tendency-POSSIBLE FWYS,Rough Tendency-RELATIVE TO PAR,Hit Fairway Percentage-ROUNDS,Hit Fairway Percentage-%,Hit Fairway Percentage-FAIRWAYS HIT,Hit Fairway Percentage-POSSIBLE FAIRWAYS,Hit Fairway Percentage-RELATIVE TO PAR
Jhonattan Vegas,36,64.35,"945,752","146,975",11,39.5,47,119,+0.21,36,3.14,10,318,+0.30,40,54.93,"259,801","47,297",36,31.25,20,64,-0.20,36,67.91,"720,820","106,145",11,60.5,72,119,+2.22,36,+.196,36,5.3,17,72,+0.176,40,.727,19.618,27,36,.279,.837,-.392,-.166,23,36,-.025,36,12.58,40,318,-0.03,36,17.61,56,318,+0.20,36,84.72,427,504,40,62.14,348,560,36,30.19,96,318,+1.04,36,61.32,195,318,-0.20
Scott Harrington,48,64.32,"1,391,479","216,333",15,49.5,95,192,+1.47,48,3.59,17,473,+0.65,48,54.61,"319,090","58,434",48,25.00,24,96,-0.46,48,67.92,"1,072,389","157,899",15,50.5,97,192,+1.24,48,+.028,48,7.8,37,158,+0.108,48,.439,14.916,34,48,.014,.439,-.448,.023,34,48,+.155,48,15.01,71,473,+0.15,48,15.01,71,473,+0.03,48,80.92,543,671,48,56.18,377,671,48,30.02,142,473,+0.92,48,58.56,277,473,-0.16
Viktor Hovland,34,64.32,"732,970","113,952",10,44.3,43,97,+2.56,34,2.38,6,252,+1.00,38,53.77,"185,534","34,505",34,15.38,8,52,-0.88,34,67.78,"582,335","85,914",10,55.7,54,97,+1.67,34,+.056,34,11.9,30,123,+0.400,38,.649,14.288,22,34,.300,.611,.468,-.779,18,34,E,34,9.92,25,252,E,34,14.29,36,252,+0.06,34,83.44,393,471,38,66.03,348,527,34,24.21,61,252,+0.33,34,61.51,155,252,-0.17
Adam Schenk,50,64.32,"1,263,932","196,495",16,52.4,88,168,+1.93,50,4.40,19,432,+0.42,52,53.75,"295,242","54,933",50,25.00,21,84,-0.48,50,68.05,"985,258","144,790",16,47.6,80,168,+0.63,50,-.032,50,7.4,32,140,+0.250,52,.241,7.939,33,50,.214,.276,-.009,-.053,31,50,+.117,50,13.89,60,432,+0.12,50,14.58,63,432,-0.03,50,82.73,575,695,52,60.58,438,723,50,28.47,123,432,+0.41,50,59.72,258,432,-0.22
Zack Sucher,30,64.28,"748,467","116,434",10,41.9,52,124,+1.15,30,3.20,8,250,+0.50,30,53.32,"183,045","34,331",30,18.33,11,60,-0.27,30,68.87,"565,422","82,103",10,58.1,72,124,+1.25,30,+.061,30,11.2,28,119,+0.143,30,.114,2.047,18,30,.230,.114,-.005,.122,18,30,+.098,30,16.40,41,250,+0.10,30,19.60,49,250,+0.06,30,82.82,347,419,30,51.07,214,419,30,36.00,90,250,+0.78,30,49.60,124,250,-0.25
Hideki Matsuyama,42,64.26,"1,206,663","187,777",11,62.7,96,153,E,42,3.47,14,403,+0.21,44,54.81,"300,711","54,864",42,20.00,12,60,-0.42,42,67.81,"923,137","136,141",11,37.3,57,153,+0.18,42,-.136,42,8.2,33,137,+0.212,44,.374,11.580,31,42,1.821,.385,.887,.549,29,42,-.069,42,17.87,72,403,-0.07,42,10.92,44,403,-0.14,42,84.42,493,584,44,60.46,370,612,42,28.78,116,403,-0.95,42,59.55,240,403,-0.24
Ryan Palmer,36,64.24,"1,122,164","174,686",10,53.7,66,123,+1.97,36,3.66,14,382,+0.21,40,54.02,"269,916","49,969",36,12.50,7,56,-0.71,36,67.63,"887,228","131,184",10,46.3,57,123,+0.88,36,+.045,36,7.9,30,128,+0.233,40,.567,17.590,31,36,.395,.570,.100,-.275,27,36,+.200,36,10.47,40,382,+0.20,36,11.52,44,382,+0.05,36,85.91,433,504,40,64.11,359,560,36,21.99,84,382,+1.19,36,66.49,254,382,-0.15
Vincent Whaley,30,64.24,"811,768","126,356",11,57.3,67,117,+1.34,30,3.65,10,274,+0.20,30,53.24,"185,371","34,817",30,18.33,11,60,-0.27,30,68.43,"626,397","91,539",11,42.7,50,117,+1.00,30,E,30,8.8,24,106,+0.292,30,-.053,-1.051,20,30,-.703,-.053,-.465,-.185,20,30,+.104,30,17.52,48,274,+0.10,30,12.77,35,274,E,30,81.86,343,419,30,58.47,245,419,30,30.29,83,274,+0.60,30,57.30,157,274,-0.12
Carlos Ortiz,48,64.19,"1,691,142","263,461",14,52.3,136,260,+0.88,48,3.85,22,572,+0.64,52,53.75,"436,766","81,255",48,16.67,16,96,-0.31,48,68.25,"1,287,721","188,673",14,47.7,124,260,+0.08,48,-.066,48,6.1,35,152,+0.086,52,-.023,-1.034,45,48,.739,.030,.294,.415,41,48,+.009,48,18.71,107,572,+0.01,48,18.53,106,572,-0.07,48,81.85,550,672,52,55.36,403,728,48,37.24,213,572,-0.28,48,52.80,302,572,-0.23
Tony Finau,36,64.18,"953,222","148,528",10,50.7,68,134,-0.74,36,4.09,13,318,+0.31,40,53.97,"254,083","47,076",36,33.93,19,56,-0.58,36,68.07,"734,626","107,919",10,49.3,66,134,+0.76,36,E,36,7.9,25,106,+0.120,40,.354,9.558,27,36,1.521,.342,.673,.505,23,36,-.132,36,16.67,53,318,-0.13,36,15.41,49,318,E,36,82.80,414,500,40,55.04,306,556,36,32.08,102,318,-0.69,36,55.97,178,318,-0.26
Joaquin Niemann,42,64.17,"1,284,097","200,095",13,49.7,87,175,+1.49,42,3.43,15,437,+0.27,46,53.47,"312,308","58,404",42,22.06,15,68,-0.60,42,67.92,"1,006,346","148,158",13,50.3,88,175,+0.80,42,E,42,6.2,27,115,+0.333,46,.365,12.775,35,42,.731,.326,.508,-.103,31,42,+.082,42,16.70,73,437,+0.08,42,15.56,68,437,E,42,82.82,487,588,46,56.52,364,644,42,32.27,141,437,+0.43,42,58.12,254,437,-0.23
Paul Casey,28,64.13,"671,190","104,665",7,42.6,29,68,+0.34,28,2.63,6,228,+0.50,28,54.31,"172,024","31,674",28,32.50,13,40,-0.31,28,68.39,"499,166","72,991",7,57.4,39,68,+2.82,28,+.139,28,2.6,6,25,+0.333,28,.557,8.915,16,28,1.034,.557,.905,-.428,16,28,+.037,28,11.84,27,228,+0.04,28,15.79,36,228,+0.14,28,87.47,342,391,28,63.94,250,391,28,27.63,63,228,+0.95,28,67.11,153,228,-0.21
Harry Higgs,57,64.13,"1,755,429","273,732",16,55.3,120,217,+0.17,57,2.68,16,598,+0.25,61,53.64,"419,827","78,269",57,18.42,21,114,-0.24,57,67.85,"1,370,178","201,930",16,44.7,97,217,+0.62,57,-.027,57,8.4,50,210,+0.100,61,.459,21.581,47,57,.281,.443,-.137,-.025,43,57,-.025,57,13.38,80,598,-0.03,57,12.37,74,598,-0.03,57,83.56,666,797,61,63.07,538,853,57,25.75,154,598,-0.26,57,63.21,378,598,-0.17
Corey Conners,44,64.11,"1,322,611","206,317",13,59.6,81,136,+1.48,44,1.55,7,451,+1.00,48,53.75,"331,754","61,719",44,18.75,12,64,-0.25,44,67.89,"1,025,553","151,065",13,40.4,55,136,+2.36,44,+.130,44,5.3,24,99,+0.250,48,.601,21.643,36,44,.859,.582,.601,-.325,32,44,+.074,44,15.08,68,451,+0.07,44,10.20,46,451,+0.13,44,86.69,534,616,48,66.96,450,672,44,25.28,114,451,+0.96,44,67.85,306,451,-0.19
Sebastian Cappelen,43,64.09,"1,031,044","160,878",13,61.1,99,162,+1.21,43,2.92,10,343,+0.30,43,53.57,"256,329","47,845",43,18.60,16,86,-0.56,43,68.54,"774,715","113,033",13,38.9,63,162,+1.75,43,+.188,43,7.6,26,109,+0.231,43,.304,7.602,25,43,-.550,.304,-.770,-.084,25,43,+.062,43,23.62,81,343,+0.06,43,13.99,48,343,+0.19,43,79.70,479,601,43,51.75,311,601,43,37.61,129,343,+1.09,43,51.90,178,343,-0.21
Cameron Davis,40,64.08,"1,142,600","178,301",13,58.8,97,165,+2.47,40,4.88,19,389,+1.16,40,54.78,"264,924","48,359",40,28.75,23,80,-0.30,40,67.54,"877,676","129,942",13,41.2,68,165,+1.32,40,-.085,40,6.4,25,104,+0.160,40,.180,5.042,28,40,.571,.180,.180,.211,28,40,+.149,40,19.02,74,389,+0.15,40,12.08,47,389,-0.09,40,80.14,448,559,40,57.25,320,559,40,31.11,121,389,+0.58,40,57.58,224,389,-0.25
Kristoffer Ventura,34,64.07,"732,231","114,279",12,62.0,62,100,+2.26,34,3.23,8,248,+0.63,34,54.99,"179,290","32,603",34,17.65,12,68,-0.67,34,67.70,"552,941","81,676",12,38.0,38,100,+0.26,34,E,34,6.5,16,69,E,34,-.123,-2.205,18,34,-1.576,-.123,-.525,-.929,18,34,+.208,34,19.35,48,248,+0.21,34,12.10,30,248,E,34,81.89,389,475,34,59.37,282,475,34,31.45,78,248,+1.28,34,58.87,146,248,-0.27
Cameron Smith,36,64.06,"1,111,516","173,513",11,43.3,65,150,+0.31,36,2.15,8,372,+0.75,38,53.37,"248,727","46,600",36,21.43,12,56,+0.08,36,67.61,"879,888","130,141",11,56.7,85,150,+2.00,36,+.103,36,6.2,23,97,+0.435,38,-.086,-2.483,29,36,-.269,-.063,-.287,.081,27,36,-.085,36,15.86,59,372,-0.08,36,18.28,68,372,+0.10,36,79.96,403,504,38,56.95,303,532,36,34.14,127,372,+0.16,36,57.53,214,372,-0.27
Sebastián Muñoz,52,64.05,"1,900,490","296,730",16,46.1,105,228,+0.67,52,3.28,21,641,+0.48,56,53.63,"485,579","90,534",52,24.04,25,104,-0.20,52,68.15,"1,449,199","212,663",16,53.9,123,228,+0.98,52,-.040,52,5.6,36,154,+0.111,56,.247,12.338,50,52,.665,.251,.381,.033,46,52,+.045,52,13.73,88,641,+0.05,52,15.76,101,641,-0.04,52,83.20,609,732,56,61.04,481,788,52,29.49,189,641,E,52,61.62,395,641,-0.22
Webb Simpson,22,64.04,"853,764","133,312",6,51.7,46,89,+1.30,22,3.06,9,294,+0.33,26,53.64,"198,238","36,960",22,20.45,9,44,+0.22,22,67.08,"689,716","102,819",6,48.3,43,89,-0.47,22,-.054,22,4.4,13,53,E,26,.003,.069,25,22,1.073,-.039,.836,.276,21,22,+.051,22,13.27,39,294,+0.05,22,12.59,37,294,-0.05,22,86.69,267,308,26,67.03,244,364,22,25.85,76,294,E,22,66.67,196,294,-0.30
Peter Uihlein,33,64.04,"933,390","145,759",10,50.0,81,162,+3.09,33,7.01,22,314,+0.64,33,53.25,"201,453","37,835",33,25.76,17,66,-0.82,33,67.82,"731,937","107,924",10,50.0,81,162,+0.25,33,-.119,33,8.0,25,104,+0.200,33,-.785,-18.058,23,33,.016,-.785,.309,.492,23,33,+.203,33,18.79,59,314,+0.20,33,18.79,59,314,-0.12,33,78.31,361,461,33,47.72,220,461,33,37.58,118,314,+0.42,33,47.45,149,314,-0.33
Brendan Steele,40,64.04,"1,299,706","202,956",13,54.7,94,172,+1.17,40,1.35,6,444,+0.67,40,54.16,"279,171","51,546",40,16.25,13,80,-0.31,40,67.40,"1,020,535","151,410",13,45.3,78,172,+1.41,40,+.057,40,9.2,41,175,+0.268,40,.192,6.148,32,40,.464,.192,.312,-.040,32,40,+.068,40,16.67,74,444,+0.07,40,11.94,53,444,+0.06,40,82.68,463,560,40,61.79,346,560,40,28.60,127,444,+0.63,40,60.81,270,444,-0.21
Matt Jones,50,64.03,"1,546,729","241,564",15,55.0,116,211,+1.03,50,3.40,18,530,+0.44,54,53.51,"351,904","65,767",50,17.39,16,92,-0.38,50,67.46,"1,229,470","182,264",15,45.0,95,211,+1.05,50,+.086,50,8.7,46,193,+0.109,54,.317,13.327,42,50,.234,.275,-.188,.147,38,50,+.037,50,15.28,81,530,+0.04,50,13.21,70,530,+0.09,50,81.55,570,699,54,59.21,447,755,50,28.49,151,530,+0.60,50,59.43,315,530,-0.15
Si Woo Kim,40,64.02,"1,061,998","165,889",14,50.3,78,155,+2.44,40,4.46,16,359,+0.44,42,53.28,"268,581","50,414",40,15.63,10,64,-0.20,40,68.28,"810,521","118,703",14,49.7,77,155,+1.30,40,+.053,40,8.6,31,133,+0.226,42,-.273,-7.649,28,40,-.603,-.310,-.583,.290,26,40,+.136,40,16.43,59,359,+0.14,40,15.88,57,359,+0.05,40,76.40,424,555,42,55.23,322,583,40,32.31,116,359,+0.95,40,54.60,196,359,-0.18
Matt Wallace,16,64.02,"493,002","77,002",5,54.4,37,68,+1.89,16,3.07,5,163,+0.60,20,54.93,"148,433","27,022",16,41.67,10,24,-0.10,16,67.38,"380,342","56,447",5,45.6,31,68,+1.61,16,+.069,16,6.7,11,49,+0.091,20,.325,5.194,16,16,-.296,.110,-.714,.307,12,16,+.133,16,18.40,30,163,+0.13,16,17.79,29,163,+0.07,16,76.79,172,224,20,56.79,159,280,16,36.20,59,163,+1.02,16,53.99,88,163,-0.16
Scott Piercy,48,64.01,"1,301,554","203,327",13,66.1,115,174,+1.30,48,2.47,11,445,+0.45,50,53.90,"300,167","55,690",48,18.75,15,80,-0.47,48,67.45,"1,017,640","150,865",13,33.9,59,174,+0.51,48,+.043,48,7.4,33,137,-0.152,50,.297,10.097,34,48,.340,.285,.196,-.140,32,48,+.195,48,19.55,87,445,+0.20,48,10.56,47,445,+0.04,48,84.41,563,667,50,62.59,435,695,48,30.11,134,445,+1.42,48,60.00,267,445,-0.21
Cameron Tringale,46,64.00,"1,474,382","230,356",12,42.1,96,228,+0.52,46,2.82,14,496,+0.50,46,53.91,"353,706","65,608",46,17.39,16,92,-0.25,46,68.02,"1,120,676","164,748",12,57.9,132,228,-0.91,46,-.210,46,7.1,35,147,+0.200,46,.026,.919,36,46,.857,.026,.669,.162,36,46,-.025,46,16.13,80,496,-0.03,46,21.17,105,496,-0.21,46,82.27,529,643,46,52.72,339,643,46,37.30,185,496,-1.30,46,52.82,262,496,-0.21
Jordan Spieth,34,64.00,"786,270","122,851",9,44.7,59,132,+1.53,34,2.64,7,265,+0.43,38,52.96,"210,147","39,677",34,25.00,11,44,+0.09,34,68.19,"611,289","89,641",9,55.3,73,132,+0.96,34,+.045,34,7.2,19,80,+0.368,38,-.216,-4.961,23,34,-.224,-.215,-.451,.443,19,34,E,34,16.98,45,265,E,34,25.28,67,265,+0.04,34,75.80,357,471,38,50.28,265,527,34,42.26,112,265,+0.27,34,47.92,127,265,-0.18
J.B. Holmes,24,63.95,"799,735","125,056",7,39.6,42,106,+0.71,24,5.20,14,269,+0.29,24,53.25,"191,196","35,907",24,15.91,7,44,-0.43,24,68.26,"608,539","89,149",7,60.4,64,106,+0.78,24,+.022,24,5.2,14,57,+0.286,24,.197,3.749,19,24,-.151,.197,-.334,-.014,19,24,-.026,24,14.13,38,269,-0.03,24,16.73,45,269,+0.02,24,81.71,277,339,24,60.77,206,339,24,30.86,83,269,E,24,58.74,158,269,-0.16
Abraham Ancer,44,63.90,"1,061,129","166,058",12,60.4,84,139,+0.71,44,1.65,6,363,+0.33,48,53.88,"271,296","50,354",44,18.75,12,64,-0.17,44,67.43,"823,767","122,171",12,39.6,55,139,+1.82,44,+.042,44,7.2,26,105,+0.231,48,.425,12.762,30,44,.880,.364,.422,.094,26,44,+.088,44,18.73,68,363,+0.09,44,13.22,48,363,+0.04,44,82.52,505,612,48,64.52,431,668,44,31.96,116,363,+0.69,44,59.23,215,363,-0.20
Kevin Chappell,31,63.89,"898,170","140,574",10,55.3,73,132,+2.74,31,5.59,17,304,+1.06,33,53.55,"239,272","44,686",31,12.90,8,62,-0.25,31,68.22,"676,158","99,116",10,44.7,59,132,+0.85,31,-.043,31,6.9,21,89,+0.381,33,-.164,-3.941,24,31,-.497,-.205,-.222,-.069,22,31,+.096,31,17.11,52,304,+0.10,31,15.13,46,304,-0.04,31,77.83,337,433,33,54.66,252,461,31,32.24,98,304,+0.31,31,55.26,168,304,-0.18
Harold Varner III,50,63.88,"1,342,245","210,134",14,48.2,79,164,+3.16,50,2.61,12,460,+0.25,52,54.66,"318,736","58,316",50,22.62,19,84,-0.53,50,67.12,"1,040,725","155,046",14,51.8,85,164,-0.47,50,-.048,50,7.6,35,149,+0.171,52,.527,18.440,35,50,1.194,.564,.414,.216,33,50,+.233,50,13.04,60,460,+0.23,50,13.48,62,460,-0.05,50,83.31,579,695,52,61.83,447,723,50,26.52,122,460,+0.90,50,63.26,291,460,-0.24
Sungjae Im,58,63.74,"1,757,400","275,696",15,52.2,105,201,+0.57,58,2.18,13,597,-0.08,60,53.75,"412,977","76,838",58,21.74,20,92,-0.45,58,67.37,"1,361,514","202,086",15,47.8,96,201,+0.21,58,-.014,58,8.2,49,209,+0.061,60,.550,24.754,45,58,1.049,.540,.499,.010,43,58,+.077,58,13.07,78,597,+0.08,58,11.89,71,597,-0.01,58,84.90,686,808,60,64.11,536,836,58,24.96,149,597,+0.34,58,64.66,386,597,-0.22
Sam Ryder,52,63.73,"1,544,830","242,413",17,58.5,120,205,+1.00,52,3.05,16,524,+1.00,56,53.50,"371,449","69,424",52,15.38,16,104,-0.63,52,67.35,"1,208,710","179,456",17,41.5,85,205,+2.35,52,+.098,52,6.9,36,154,+0.222,56,-.102,-4.301,42,52,-.026,-.136,.205,-.095,38,52,E,52,18.32,96,524,E,52,11.64,61,524,+0.10,52,81.59,594,728,56,59.69,468,784,52,29.96,157,524,+0.38,52,60.11,315,524,-0.18
Rafael Campos,29,63.69,"731,545","114,856",9,69.6,80,115,+2.13,29,2.83,7,247,+0.43,29,53.28,"187,589","35,206",29,17.24,10,58,-0.60,29,68.29,"543,956","79,650",9,30.4,35,115,-1.14,29,-.100,29,5.3,13,53,+0.462,29,-.156,-2.814,18,29,.030,-.156,-.171,.357,18,29,+.119,29,27.13,67,247,+0.12,29,12.15,30,247,-0.10,29,77.09,313,406,29,53.69,218,406,29,39.27,97,247,+0.52,29,52.63,130,247,-0.24
Shane Lowry,18,63.69,"403,742","63,395",5,24.4,11,45,E,18,.72,1,139,-1.00,20,52.72,"90,653","17,195",18,25.00,5,20,-0.40,18,66.72,"329,788","49,428",5,75.6,34,45,+0.88,18,+.063,18,5.8,8,34,+0.125,20,.457,5.482,12,18,.846,.532,.201,.112,10,18,E,18,7.91,11,139,E,18,23.02,32,139,+0.06,18,83.87,208,248,20,61.59,170,276,18,30.94,43,139,+0.47,18,62.59,87,139,-0.13
Francesco Molinari,19,63.60,"493,967","77,662",6,50.6,39,77,+1.79,19,.61,1,164,+1.00,19,52.48,"126,917","24,183",19,23.33,7,30,E,19,68.63,"367,050","53,479",6,49.4,38,77,+0.26,19,-.139,19,4.9,8,32,+0.875,19,-.284,-3.409,12,19,-.817,-.284,-.451,-.082,12,19,+.108,19,22.56,37,164,+0.11,19,21.95,36,164,-0.14,19,78.57,209,266,19,53.01,141,266,19,44.51,73,164,-0.14,19,50.00,82,164,-0.13
Maverick McNealy,54,63.59,"1,455,226","228,845",15,50.7,105,207,+0.67,54,2.00,10,499,+0.60,58,53.35,"378,164","70,882",54,13.89,15,108,-0.47,54,67.57,"1,111,063","164,430",15,49.3,102,207,E,54,E,54,9.0,45,194,+0.022,58,.214,8.541,40,54,.318,.186,-.003,.135,36,54,-.013,54,15.43,77,499,-0.01,54,15.63,78,499,E,54,85.17,643,755,58,61.16,496,811,54,31.06,155,499,-0.06,54,57.92,289,499,-0.21
Aaron Wise,31,63.56,"806,687","126,911",11,65.5,72,110,+2.22,31,3.60,10,278,+0.80,33,53.87,"197,444","36,651",31,20.97,13,62,-0.38,31,67.01,"626,427","93,488",11,34.5,38,110,+0.53,31,E,31,7.6,21,90,-0.095,33,.115,2.519,22,31,.134,.073,.173,-.113,20,31,+.182,31,19.78,55,278,+0.18,31,11.15,31,278,E,31,84.53,366,433,33,59.87,276,461,31,30.94,86,278,+1.16,31,57.91,161,278,-0.07
Sepp Straka,40,63.53,"1,295,917","203,985",16,49.1,82,167,+2.07,40,4.25,19,447,+0.89,44,54.01,"326,045","60,365",40,13.75,11,80,-0.27,40,67.05,"1,006,327","150,087",16,50.9,85,167,+1.18,40,+.032,40,5.8,26,112,+0.115,44,.292,10.504,36,40,.247,.343,.048,-.144,32,40,+.111,40,14.09,63,447,+0.11,40,14.09,63,447,+0.03,40,83.39,467,560,44,61.36,378,616,40,28.19,126,447,+0.71,40,61.74,276,447,-0.18
Nick Taylor,41,63.52,"1,295,418","203,931",12,47.7,73,153,+1.10,41,1.80,8,445,+1.00,41,53.18,"295,974","55,655",41,15.85,13,82,-0.62,41,67.40,"999,444","148,276",12,52.3,80,153,+2.38,41,+.088,41,7.6,34,145,+0.206,41,.191,6.114,32,41,.241,.191,-.033,.083,32,41,+.107,41,12.58,56,445,+0.11,41,12.81,57,445,+0.09,41,84.29,483,573,41,67.19,385,573,41,25.39,113,445,+0.97,41,65.17,290,445,-0.22
Hudson Swafford,21,63.51,"562,323","88,540",6,49.4,40,81,-0.50,21,4.15,8,193,+0.38,21,55.77,"103,476","18,555",21,16.67,7,42,-0.14,21,65.56,"458,847","69,985",6,50.6,41,81,+0.98,21,E,21,9.3,18,76,+0.111,21,-.049,-.679,14,21,.411,-.049,.181,.278,14,21,-.107,21,14.51,28,193,-0.11,21,13.99,27,193,E,21,81.29,239,294,21,55.44,163,294,21,28.50,55,193,-0.55,21,58.03,112,193,-0.16
Daniel Berger,38,63.50,"1,204,649","189,702",10,65.9,85,129,+0.71,38,2.63,11,418,+0.45,42,54.36,"301,661","55,498",38,19.12,13,68,-0.69,38,66.61,"937,065","140,671",10,34.1,44,129,+1.14,38,E,38,5.3,22,94,+0.182,42,.343,11.655,34,38,.977,.349,.436,.192,30,38,E,38,16.03,67,418,E,38,8.13,34,418,E,38,87.10,459,527,42,66.38,387,583,38,24.16,101,418,E,38,67.94,284,418,-0.24
Martin Laird,39,63.44,"1,188,390","187,338",12,53.2,75,141,+1.47,39,4.20,17,405,+0.94,39,53.78,"287,108","53,386",39,12.82,10,78,-0.50,39,67.28,"901,282","133,952",12,46.8,66,141,+2.88,39,+.159,39,5.7,23,102,+0.130,39,.251,7.269,29,39,.415,.251,.187,-.023,29,39,+.083,39,14.81,60,405,+0.08,39,10.86,44,405,+0.16,39,83.33,455,546,39,63.74,348,546,39,25.68,104,405,+1.15,39,64.44,261,405,-0.23
Charley Hoffman,41,63.42,"1,227,616","193,556",13,64.4,114,177,+0.09,41,2.89,12,415,+0.33,43,53.47,"323,648","60,532",41,12.16,9,74,-0.33,41,67.56,"920,538","136,252",13,35.6,63,177,+2.86,41,+.333,41,11.6,48,204,+0.167,43,.037,1.175,32,41,.278,.161,.187,-.070,30,41,-.113,41,19.28,80,415,-0.11,41,10.12,42,415,+0.33,41,83.60,479,573,43,57.24,344,601,41,29.40,122,415,+0.41,41,56.14,233,415,-0.19
Russell Knox,49,63.37,"1,417,455","223,694",15,63.7,121,190,+1.98,49,4.12,20,486,+0.45,51,53.17,"327,157","61,528",49,15.31,15,98,-0.40,49,66.94,"1,107,105","165,394",15,36.3,69,190,+0.72,49,E,49,10.1,49,212,+0.163,51,-.202,-7.471,37,49,.535,-.192,.755,-.027,35,49,+.169,49,15.84,77,486,+0.17,49,9.47,46,486,E,49,82.63,566,685,51,61.57,439,713,49,25.31,123,486,+1.06,49,60.49,294,486,-0.23
